;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
135;tripadvisor;2017-03;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;393.5;91;;;;0
136;tripadvisor;2017-04;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;362.5;85;;;;0
137;tripadvisor;2017-05;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;406.5;95;;;;0
138;tripadvisor;2017-06;bourgogne-franche-comte;offre_de_loisirs;jeux et divertissements;;fr;173.5;40;;;;0
152;tripadvisor;2013-01;bretagne;offre_de_loisirs;jeux et divertissements;;fr;22.0;5;;;;0
153;tripadvisor;2013-02;bretagne;offre_de_loisirs;jeux et divertissements;;fr;26.5;6;;;;0
154;tripadvisor;2013-03;bretagne;offre_de_loisirs;jeux et divertissements;;fr;39.0;9;;;;0
155;tripadvisor;2013-04;bretagne;offre_de_loisirs;jeux et divertissements;;fr;35.0;8;;;;0
156;tripadvisor;2013-05;bretagne;offre_de_loisirs;jeux et divertissements;;fr;46.0;10;;;;0
157;tripadvisor;2013-06;bretagne;offre_de_loisirs;jeux et divertissements;;fr;43.5;10;;;;0
158;tripadvisor;2013-07;bretagne;offre_de_loisirs;jeux et divertissements;;fr;29.5;7;;;;0
159;tripadvisor;2013-08;bretagne;offre_de_loisirs;jeux et divertissements;;fr;113.5;27;;;;0
160;tripadvisor;2013-09;bretagne;offre_de_loisirs;jeux et divertissements;;fr;35.0;8;;;;0
161;tripadvisor;2013-10;bretagne;offre_de_loisirs;jeux et divertissements;;fr;32.0;7;;;;0
162;tripadvisor;2013-11;bretagne;offre_de_loisirs;jeux et divertissements;;fr;27.0;6;;;;0
163;tripadvisor;2013-12;bretagne;offre_de_loisirs;jeux et divertissements;;fr;20.0;4;;;;0
164;tripadvisor;2014-01;bretagne;offre_de_loisirs;jeux et divertissements;;fr;49.5;11;;;;0
165;tripadvisor;2014-02;bretagne;offre_de_loisirs;jeux et divertissements;;fr;29.5;6;;;;0
166;tripadvisor;2014-03;bretagne;offre_de_loisirs;jeux et divertissements;;fr;31.5;7;;;;0
167;tripadvisor;2014-04;bretagne;offre_de_loisirs;jeux et divertissements;;fr;60.5;14;;;;0
168;tripadvisor;2014-05;bretagne;offre_de_loisirs;jeux et divertissements;;fr;134.0;31;;;;0
169;tripadvisor;2014-06;bretagne;offre_de_loisirs;jeux et divertissements;;fr;100.5;24;;;;0
170;tripadvisor;2014-07;bretagne;offre_de_loisirs;jeux et divertissements;;fr;207.5;49;;;;0
171;tripadvisor;2014-08;bretagne;offre_de_loisirs;jeux et divertissements;;fr;394.5;90;;;;0
172;tripadvisor;2014-09;bretagne;offre_de_loisirs;jeux et divertissements;;fr;181.5;43;;;;0
173;tripadvisor;2014-10;bretagne;offre_de_loisirs;jeux et divertissements;;fr;107.5;25;;;;0
174;tripadvisor;2014-11;bretagne;offre_de_loisirs;jeux et divertissements;;fr;148.5;36;;;;0
175;tripadvisor;2014-12;bretagne;offre_de_loisirs;jeux et divertissements;;fr;74.5;18;;;;0
176;tripadvisor;2015-01;bretagne;offre_de_loisirs;jeux et divertissements;;fr;82.5;19;;;;0
177;tripadvisor;2015-02;bretagne;offre_de_loisirs;jeux et divertissements;;fr;122.5;28;;;;0
178;tripadvisor;2015-03;bretagne;offre_de_loisirs;jeux et divertissements;;fr;124.5;29;;;;0
179;tripadvisor;2015-04;bretagne;offre_de_loisirs;jeux et divertissements;;fr;177.5;41;;;;0
180;tripadvisor;2015-05;bretagne;offre_de_loisirs;jeux et divertissements;;fr;379.5;89;;;;0
181;tripadvisor;2015-06;bretagne;offre_de_loisirs;jeux et divertissements;;fr;267.5;65;;;;0
182;tripadvisor;2015-07;bretagne;offre_de_loisirs;jeux et divertissements;;fr;691.5;161;;;;0
183;tripadvisor;2015-08;bretagne;offre_de_loisirs;jeux et divertissements;;fr;917.0;217;;;;0
184;tripadvisor;2015-09;bretagne;offre_de_loisirs;jeux et divertissements;;fr;389.5;91;;;;0
185;tripadvisor;2015-10;bretagne;offre_de_loisirs;jeux et divertissements;;fr;270.5;61;;;;0
186;tripadvisor;2015-11;bretagne;offre_de_loisirs;jeux et divertissements;;fr;167.5;40;;;;0
187;tripadvisor;2015-12;bretagne;offre_de_loisirs;jeux et divertissements;;fr;370.0;81;;;;0
188;tripadvisor;2016-01;bretagne;offre_de_loisirs;jeux et divertissements;;fr;245.5;56;;;;0
189;tripadvisor;2016-02;bretagne;offre_de_loisirs;jeux et divertissements;;fr;245.5;57;;;;0
190;tripadvisor;2016-03;bretagne;offre_de_loisirs;jeux et divertissements;;fr;229.5;53;;;;0
191;tripadvisor;2016-04;bretagne;offre_de_loisirs;jeux et divertissements;;fr;446.0;103;;;;0
