;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
164;tripadvisor;2016-03;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2027.5;454;;;;0
165;tripadvisor;2016-04;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2792.0;628;;;;0
166;tripadvisor;2016-05;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3265.5;734;;;;0
167;tripadvisor;2016-06;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2998.0;674;;;;0
168;tripadvisor;2016-07;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;4333.5;979;;;;0
169;tripadvisor;2016-08;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;7007.0;1580;;;;0
170;tripadvisor;2016-09;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3848.0;868;;;;0
171;tripadvisor;2016-10;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3246.5;728;;;;0
172;tripadvisor;2016-11;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;2436.5;547;;;;0
173;tripadvisor;2016-12;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1577.0;352;;;;0
174;tripadvisor;2017-01;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1221.5;274;;;;0
175;tripadvisor;2017-02;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1806.0;402;;;;0
176;tripadvisor;2017-03;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1814.0;406;;;;0
177;tripadvisor;2017-04;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3188.0;714;;;;0
178;tripadvisor;2017-05;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;3633.5;818;;;;0
179;tripadvisor;2017-06;bourgogne-franche-comte;patrimoine;patrimoine culturel;;fr;1405.0;317;;;;0
214;tripadvisor;2013-01;bretagne;patrimoine;patrimoine culturel;;fr;307.0;68;;;;0
215;tripadvisor;2013-02;bretagne;patrimoine;patrimoine culturel;;fr;336.0;74;;;;0
216;tripadvisor;2013-03;bretagne;patrimoine;patrimoine culturel;;fr;424.0;93;;;;0
217;tripadvisor;2013-04;bretagne;patrimoine;patrimoine culturel;;fr;560.0;122;;;;0
218;tripadvisor;2013-05;bretagne;patrimoine;patrimoine culturel;;fr;913.0;199;;;;0
219;tripadvisor;2013-06;bretagne;patrimoine;patrimoine culturel;;fr;730.0;160;;;;0
220;tripadvisor;2013-07;bretagne;patrimoine;patrimoine culturel;;fr;1137.0;250;;;;0
221;tripadvisor;2013-08;bretagne;patrimoine;patrimoine culturel;;fr;2105.0;466;;;;0
222;tripadvisor;2013-09;bretagne;patrimoine;patrimoine culturel;;fr;1127.5;250;;;;0
223;tripadvisor;2013-10;bretagne;patrimoine;patrimoine culturel;;fr;838.5;183;;;;0
224;tripadvisor;2013-11;bretagne;patrimoine;patrimoine culturel;;fr;518.5;114;;;;0
225;tripadvisor;2013-12;bretagne;patrimoine;patrimoine culturel;;fr;394.5;88;;;;0
226;tripadvisor;2014-01;bretagne;patrimoine;patrimoine culturel;;fr;433.5;96;;;;0
227;tripadvisor;2014-02;bretagne;patrimoine;patrimoine culturel;;fr;365.0;81;;;;0
228;tripadvisor;2014-03;bretagne;patrimoine;patrimoine culturel;;fr;689.0;153;;;;0
229;tripadvisor;2014-04;bretagne;patrimoine;patrimoine culturel;;fr;1026.0;226;;;;0
230;tripadvisor;2014-05;bretagne;patrimoine;patrimoine culturel;;fr;1542.5;340;;;;0
231;tripadvisor;2014-06;bretagne;patrimoine;patrimoine culturel;;fr;1147.0;252;;;;0
232;tripadvisor;2014-07;bretagne;patrimoine;patrimoine culturel;;fr;2314.0;513;;;;0
